tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Mechanical Engineering,1270,University of Maryland,Anindo,,Roy,2237921,1,good,TEACHER,PROFESSOR,5.0
Family Studies,1270,University of Maryland,Kevin,,Roy,875791,22,good,TEACHER,PROFESSOR,4.0
Engineering,1270,University of Maryland,A,,Roytburd,791129,3,poor,TEACHER,PROFESSOR,1.5
History,1270,University of Maryland,Prof.,,Rozenblit,490316,16,average,TEACHER,PROFESSOR,3.3
Mathematics,1270,University of Maryland,Michael,,Rozowski,2720874,2,poor,TEACHER,PROFESSOR,2.0
Agriculture,1270,University of Maryland,Thanicha,,Ruangmas,2539663,2,good,TEACHER,PROFESSOR,5.0
Human Development,1270,University of Maryland,Kenneth,,Rubin,523413,0,zero,TEACHER,PROFESSOR,N/A
Communication,1270,University of Maryland,Sam,,Rubin,1772675,29,good,TEACHER,PROFESSOR,4.9
History,1270,University of Maryland,Daniel,,Rubin,1435089,2,good,TEACHER,PROFESSOR,4.5
History,1270,University of Maryland,Louisa,,Rubinfien,2716793,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1270,University of Maryland,Yanir,A.,Rubinstein,2675699,2,poor,TEACHER,PROFESSOR,1.0
Geology,1270,University of Maryland,Roberta,,Rudnick,543934,3,good,TEACHER,PROFESSOR,3.7
Germanic & Russian Studies,1270,University of Maryland,Katharina,,Rudolf,1470813,1,good,TEACHER,PROFESSOR,4.5
English,1270,University of Maryland,Jason,,Rudy,621260,18,good,TEACHER,PROFESSOR,4.2
English,1270,University of Maryland,Leigh Ann,,Ruggiero,1169040,3,good,TEACHER,PROFESSOR,3.7
Business,1270,University of Maryland,Kazim,,Ruhi,250959,30,average,TEACHER,PROFESSOR,3.5
History,1270,University of Maryland,Anne,,Rush,840223,23,good,TEACHER,PROFESSOR,4.0
English,1270,University of Maryland,Shaun,,Russell,2150474,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1270,University of Maryland,David,,Russell,2491455,2,good,TEACHER,PROFESSOR,4.5
Landscape Architecture & Regional Planning,1270,University of Maryland,Sherry,,Russell,2794871,0,zero,TEACHER,PROFESSOR,N/A
Geography,1270,University of Maryland,Richard,,Russo,1233359,2,good,TEACHER,PROFESSOR,4.2
Marketing,1270,University of Maryland,Roland,,Rust,2636776,1,poor,TEACHER,PROFESSOR,2.0
Mathematics,1270,University of Maryland,JT,,Rustad,2608877,0,zero,TEACHER,PROFESSOR,N/A
History,1270,University of Maryland,.,,Rutenburg,453874,29,good,TEACHER,PROFESSOR,3.6
English,1270,University of Maryland,Charles,,Rutherford,1683834,1,good,TEACHER,PROFESSOR,5.0
Classics,1270,University of Maryland,Steven,,Rutledge,697898,4,average,TEACHER,PROFESSOR,3.2
Accounting,1270,University of Maryland,Alexander,,Ruygrok,2690818,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Leigh,,Ryan,1666211,2,average,TEACHER,PROFESSOR,2.5
Information Science,1270,University of Maryland,Anton,,Rytting,2384319,3,average,TEACHER,PROFESSOR,3.3
English,1270,University of Maryland,Daniel,,Saalfeld,2232733,9,average,TEACHER,PROFESSOR,3.0
Biology,1270,University of Maryland,Francisca,,Saavedra,1813440,14,average,TEACHER,PROFESSOR,2.8
Economics,1270,University of Maryland,J,,"Sabelhaus, J",1322501,1,good,TEACHER,PROFESSOR,5.0
Public Health,1270,University of Maryland,Zahra,,Saboori,2824489,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1270,University of Maryland,Natasha,,Sacouman,739074,5,average,TEACHER,PROFESSOR,2.7
Business,1270,University of Maryland,Erin,,Saddler,2305755,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1270,University of Maryland,Pedram ,,Sadeghian,2086062,36,average,TEACHER,PROFESSOR,2.7
Government,1270,University of Maryland,Amir,,Sadeghy,1050969,2,poor,TEACHER,PROFESSOR,1.5
Mathematics,1270,University of Maryland,Takumi,,Saegusa,2480064,1,average,TEACHER,PROFESSOR,3.0
Economics,1270,University of Maryland,Felipe,,Saffie,2321413,1,average,TEACHER,PROFESSOR,3.0
Information Science,1270,University of Maryland,Vikas,,Sahasrabudhe,2798460,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Hatice,,Sahinoglu,2287951,27,poor,TEACHER,PROFESSOR,2.4
Nutrition  Foods,1270,University of Maryland,Nadine,,Sahyoun,2037857,1,good,TEACHER,PROFESSOR,4.0
Art History,1270,University of Maryland,Lauree,,Sails,1493588,2,average,TEACHER,PROFESSOR,2.8
English,1270,University of Maryland,Rosalia,,Saklas,3872,9,poor,TEACHER,PROFESSOR,2.2
Kinesiology,1270,University of Maryland,Brit,,Saksvig,2418392,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1270,University of Maryland,Nazish,,Salahuddin,1264274,14,good,TEACHER,PROFESSOR,4.0
Atmospheric & Oceanic Sciences,1270,University of Maryland,Ross,,Salawitch,2313866,7,good,TEACHER,PROFESSOR,4.6
Criminal Justice,1270,University of Maryland,David,,Salem,1105371,20,average,TEACHER,PROFESSOR,3.3
Kinesiology,1270,University of Maryland,Vivianne ,,Salgado,2030141,3,good,TEACHER,PROFESSOR,4.5
History,1270,University of Maryland,Derek,,Salisbury,2195797,0,zero,TEACHER,PROFESSOR,N/A
Music,1270,University of Maryland,David,,Salness,1586980,0,zero,TEACHER,PROFESSOR,N/A
Education,1270,University of Maryland,Jason,,Salthmarsh,2434040,1,good,TEACHER,PROFESSOR,5.0
Government,1270,University of Maryland,Ilai,,Saltzman,2721498,2,good,TEACHER,PROFESSOR,4.5
Sociology,1270,University of Maryland,Jillet,,Sam,1582916,2,average,TEACHER,PROFESSOR,2.5
Sociology,1270,University of Maryland,Tannistha,,Samanta,1540892,0,zero,TEACHER,PROFESSOR,N/A
Communication,1270,University of Maryland,Alyssa,,Samek,1734473,6,poor,TEACHER,PROFESSOR,2.2
Computer Science,1270,University of Maryland,Hanan,,Samet,497053,1,poor,TEACHER,PROFESSOR,2.0
Latin American Studies,1270,University of Maryland,Carolina,,Sampo,2834317,0,zero,TEACHER,PROFESSOR,N/A
Business,1270,University of Maryland,Rachelle,,Sampson,2399041,0,zero,TEACHER,PROFESSOR,N/A
Ethnic Studies,1270,University of Maryland,Tammy,,Sanders,552451,19,poor,TEACHER,PROFESSOR,2.0
Mathematics,1270,University of Maryland,Brad,,Sanders,1618933,61,good,TEACHER,PROFESSOR,4.3
Government,1270,University of Maryland,Ottawa,,Sanders,2436695,2,poor,TEACHER,PROFESSOR,2.0
American Studies,1270,University of Maryland,Shoji,,Sandors,2548814,1,average,TEACHER,PROFESSOR,3.0
American Studies,1270,University of Maryland,Alice,,Sandosharaj,908807,12,good,TEACHER,PROFESSOR,3.8
Music,1270,University of Maryland,Boden,,Sandstrom,543677,35,poor,TEACHER,PROFESSOR,2.3
Anthropology,1270,University of Maryland,Thurka,,Sangaramoorthy,2308197,9,average,TEACHER,PROFESSOR,3.2
Communication,1270,University of Maryland,Christina,,Saninocencio,2204519,7,good,TEACHER,PROFESSOR,5.0
Aerospace Studies,1270,University of Maryland,Robert,,Sanner,818361,24,average,TEACHER,PROFESSOR,3.3
Sociology,1270,University of Maryland,Wayne,,Santoro,2689003,4,average,TEACHER,PROFESSOR,3.3
Education,1270,University of Maryland,Anita,,Sanyal,2372253,5,good,TEACHER,PROFESSOR,5.0
Languages,1270,University of Maryland,Ana Claudia,dos Santos,Sao Bernardo,2541169,3,good,TEACHER,PROFESSOR,5.0
Public Health,1270,University of Maryland,Sandra,,Saperstein,2486627,3,good,TEACHER,PROFESSOR,4.7
Women's Studies,1270,University of Maryland,Joy,,Sapinoso,522974,12,good,TEACHER,PROFESSOR,4.2
Public Health,1270,University of Maryland,Amir,,Sapkota,2635313,6,poor,TEACHER,PROFESSOR,2.2
Education,1270,University of Maryland,Ryan,,Sappington,2366369,0,zero,TEACHER,PROFESSOR,N/A
English Language  Literature,1270,University of Maryland,Niloo,,Sarabi,1957768,1,poor,TEACHER,PROFESSOR,2.0
Education,1270,University of Maryland,O.,,Saracho,981446,2,good,TEACHER,PROFESSOR,4.8
Law,1270,University of Maryland,Brian,,Sarginger,2341393,0,zero,TEACHER,PROFESSOR,N/A
Education,1270,University of Maryland,Marissa,,Sariol-Clough,2648639,0,zero,TEACHER,PROFESSOR,N/A
Criminal Justice,1270,University of Maryland,Amy,,Sariti,1310594,0,zero,TEACHER,PROFESSOR,N/A
Economics,1270,University of Maryland,Naveen,,Sarna,1424196,33,good,TEACHER,PROFESSOR,3.6
History,1270,University of Maryland,.,,Sartorius,1056420,5,good,TEACHER,PROFESSOR,3.7
History,1270,University of Maryland,David,,Sartorius ,2079891,13,poor,TEACHER,PROFESSOR,2.4
American Studies,1270,University of Maryland,Ingrid,,Satelmajer,2363558,5,good,TEACHER,PROFESSOR,3.6
Mathematics,1270,University of Maryland,Hisham,,Sati,1581908,1,good,TEACHER,PROFESSOR,4.0
Philosophy,1270,University of Maryland,Leland,,Saunders,1124058,7,good,TEACHER,PROFESSOR,4.9
Journalism,1270,University of Maryland,Jackie,,Sauter,1457345,0,zero,TEACHER,PROFESSOR,N/A
Information Science,1270,University of Maryland,M. R.,,Sauter,2571724,9,good,TEACHER,PROFESSOR,4.6
English,1270,University of Maryland,Katharine,,Savini,1285086,2,good,TEACHER,PROFESSOR,4.8
Sociology,1270,University of Maryland,Liana,,Sayer,2054346,6,good,TEACHER,PROFESSOR,4.3
Computer Science,1270,University of Maryland,Vibha,,Sazawal,1336832,0,zero,TEACHER,PROFESSOR,N/A
Natural Resources,1270,University of Maryland,Daria,,Scala,2437465,1,average,TEACHER,PROFESSOR,3.0
Education,1270,University of Maryland,Nicole,,Scalise,2499125,0,zero,TEACHER,PROFESSOR,N/A
Economics,1270,University of Maryland, Stefania,,Scandizzo,2015909,34,average,TEACHER,PROFESSOR,2.8
Journalism,1270,University of Maryland,Jason,,Scanlon,1383205,1,good,TEACHER,PROFESSOR,5.0
Bioengineering,1270,University of Maryland,Giuliano,,Scarcelli,2327056,3,poor,TEACHER,PROFESSOR,1.0
Business,1270,University of Maryland,Christine,,Schaaf,2342359,3,good,TEACHER,PROFESSOR,4.0
Mathematics,1270,University of Maryland,James,,Schafer,899845,3,average,TEACHER,PROFESSOR,3.0
Jewish Studies,1270,University of Maryland,Paul,,Scham,2094179,13,average,TEACHER,PROFESSOR,3.2
English,1270,University of Maryland,Willie,,Schatz,263573,14,average,TEACHER,PROFESSOR,3.0
Chemistry,1270,University of Maryland,Amanda,,Schech,2353045,54,average,TEACHER,PROFESSOR,3.0
Business,1270,University of Maryland,Lisa,,Scheeler,2540774,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,Jon,,Scheer,2580468,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,Frederick,,Schenkelberg,2809870,0,zero,TEACHER,PROFESSOR,N/A
Mechanical Engineering,1270,University of Maryland,Eric,,Scherbarth,2554647,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,W.,,Schildknecht,656481,23,good,TEACHER,PROFESSOR,4.5
Business,1270,University of Maryland,Oliver,,Schlake,2457572,5,average,TEACHER,PROFESSOR,3.4
Mathematics,1270,University of Maryland,Craig,,Schlenoff,2448049,8,good,TEACHER,PROFESSOR,4.5
Communication,1270,University of Maryland,Renata,,Schloss,1243817,0,zero,TEACHER,PROFESSOR,N/A
Mechanical Engineering,1270,University of Maryland,Linda,,Schmidt,2096491,1,average,TEACHER,PROFESSOR,3.0
English,1270,University of Maryland,Michael,,Schmidt,2180300,1,poor,TEACHER,PROFESSOR,2.0
Mathematics,1270,University of Maryland,Brian,,Smithling,2555807,2,average,TEACHER,PROFESSOR,3.0
Communication,1270,University of Maryland,Anne-Bennett,,Smithson,2337321,12,good,TEACHER,PROFESSOR,4.6
Biology,1270,University of Maryland,.,,Sniezek,399825,7,good,TEACHER,PROFESSOR,4.8
Biology,1270,University of Maryland,James,,Sniezek,2258520,4,good,TEACHER,PROFESSOR,4.5
Economics,1270,University of Maryland,Stephen,,Snyder,257918,0,zero,TEACHER,PROFESSOR,N/A
Women's Studies,1270,University of Maryland,Cara,,Snyder,2320994,1,average,TEACHER,PROFESSOR,3.0
Mechanical Engineering,1270,University of Maryland,Ryan,,Sochol,2340890,0,zero,TEACHER,PROFESSOR,N/A
Communication,1270,University of Maryland,Janna,,Soeder,2380145,2,good,TEACHER,PROFESSOR,4.5
Geography,1270,University of Maryland,Robert,,Sohlberg,1404400,1,poor,TEACHER,PROFESSOR,2.0
Speech & Hearing Sciences,1270,University of Maryland,Sarah,,Sohns,2603053,2,good,TEACHER,PROFESSOR,4.5
Criminal Justice,1270,University of Maryland,William Bill,,Sollod,2696174,2,poor,TEACHER,PROFESSOR,1.0
Bioengineering,1270,University of Maryland,Melani,,Solomon,2327068,3,poor,TEACHER,PROFESSOR,2.3
Business,1270,University of Maryland,Brent,,Solomon,2690819,0,zero,TEACHER,PROFESSOR,N/A
Law,1270,University of Maryland,K,,Soltan,567037,13,average,TEACHER,PROFESSOR,3.2
Government,1270,University of Maryland,Karol,,Soltan,2061997,3,average,TEACHER,PROFESSOR,3.1
Languages,1270,University of Maryland,Delaram,,Soltani,1400737,4,good,TEACHER,PROFESSOR,5.0
Psychology,1270,University of Maryland,Alec,,Solway,2339846,1,good,TEACHER,PROFESSOR,5.0
Philosophy,1270,University of Maryland,Moonyoung,,Song,2414544,5,good,TEACHER,PROFESSOR,4.6
Animal Science,1270,University of Maryland,Jiuzhou,,Song,2495381,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Wenxia,,Song,2703472,1,good,TEACHER,PROFESSOR,5.0
Engineering,1270,University of Maryland,Charles W.,,Schwartz,545413,3,good,TEACHER,PROFESSOR,4.0
Business,1270,University of Maryland,Jennifer,,Schwartz,774178,1,good,TEACHER,PROFESSOR,4.5
Communication,1270,University of Maryland,Rodney,L,Schwartz,1900176,12,poor,TEACHER,PROFESSOR,1.9
Engineering,1270,University of Maryland,Sophia,,Scoggins,1791280,1,good,TEACHER,PROFESSOR,3.5
English,1270,University of Maryland,Heidi,,Scott,814734,6,good,TEACHER,PROFESSOR,5.0
Kinesiology,1270,University of Maryland,Marvin,,Scott,937555,9,poor,TEACHER,PROFESSOR,2.1
Criminal Justice,1270,University of Maryland,Tom,,Scott,2228795,0,zero,TEACHER,PROFESSOR,N/A
Communication,1270,University of Maryland,Devin,,Scott,2328703,1,good,TEACHER,PROFESSOR,4.0
Journalism,1270,University of Maryland,Shannon,,Scovel,2628436,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Margaret,,Scull,2458321,3,good,TEACHER,PROFESSOR,4.3
French,1270,University of Maryland,Mary Ellen,,Scullen,1265935,7,average,TEACHER,PROFESSOR,3.2
Government,1270,University of Maryland,Kate,,Seaman,2604240,1,good,TEACHER,PROFESSOR,5.0
Psychology,1270,University of Maryland,Carole,W,Sebenick,2750973,2,good,TEACHER,PROFESSOR,5.0
English,1270,University of Maryland,Fatima,,Seck,2813142,0,zero,TEACHER,PROFESSOR,N/A
Aerospace Studies,1270,University of Maryland,Ray,,Sedwick,1252800,3,good,TEACHER,PROFESSOR,4.3
Aerospace Studies,1270,University of Maryland,Raymond,,Sedwick,2104166,0,zero,TEACHER,PROFESSOR,N/A
Agriculture,1270,University of Maryland,Lori,,Sefton,2750307,4,good,TEACHER,PROFESSOR,4.0
Mathematics,1270,University of Maryland,Arijit,,Sehanobish,2094362,7,poor,TEACHER,PROFESSOR,1.1
Public Health,1270,University of Maryland,Neil,J,Sehgal,2452143,5,good,TEACHER,PROFESSOR,4.0
Psychology,1270,University of Maryland,Christopher,,Seitz-Brown,2598693,3,good,TEACHER,PROFESSOR,5.0
Asian Studies,1270,University of Maryland,Lakshmi,,Sridaran,2555742,2,poor,TEACHER,PROFESSOR,1.0
Business,1270,University of Maryland,Bellur,,Srikar,1285220,7,poor,TEACHER,PROFESSOR,1.6
Information Science,1270,University of Maryland,Beth,,St Jean,2175712,2,good,TEACHER,PROFESSOR,4.5
Public Health,1270,University of Maryland,Sacha,Marie,St-Onge Ahmad,2667527,0,zero,TEACHER,PROFESSOR,N/A
Entomology,1270,University of Maryland,Raymond,,St. Leger,952153,21,good,TEACHER,PROFESSOR,4.3
Economics,1270,University of Maryland,Richard,,Stahnke,2378114,4,good,TEACHER,PROFESSOR,4.0
Philosophy,1270,University of Maryland,Allen,,Stairs,222454,22,good,TEACHER,PROFESSOR,4.0
Education,1270,University of Maryland,Steve,,Stakland,1749650,60,good,TEACHER,PROFESSOR,4.5
Classics,1270,University of Maryland,Gregory,,Staley,423735,32,good,TEACHER,PROFESSOR,4.4
Classics,1270,University of Maryland,Gregory,,Stalley,2342651,0,zero,TEACHER,PROFESSOR,N/A
Music,1270,University of Maryland,Boden,,Standstorm,1085362,0,zero,TEACHER,PROFESSOR,N/A
Writing,1270,University of Maryland,Amanda,,Stanford,2396334,1,good,TEACHER,PROFESSOR,5.0
Psychology,1270,University of Maryland,Charles,,Stangor,838883,14,average,TEACHER,PROFESSOR,3.1
English,1270,University of Maryland,Katherine,,Stanutz,2038031,3,good,TEACHER,PROFESSOR,5.0
English,1270,University of Maryland,Kaite,,Stanutz,2201134,0,zero,TEACHER,PROFESSOR,N/A
Business,1270,University of Maryland,Evan,,Starr,2144292,5,good,TEACHER,PROFESSOR,4.8
Communication,1270,University of Maryland,Catherine,,Steele,2456176,1,good,TEACHER,PROFESSOR,5.0
Chemistry,1270,University of Maryland,Dan,,Steffek,931894,27,poor,TEACHER,PROFESSOR,2.3
Classics,1270,University of Maryland,Eva,,Stehle,532316,10,good,TEACHER,PROFESSOR,4.3
Biology,1270,University of Maryland,Daniel,,Stein,405272,8,good,TEACHER,PROFESSOR,4.2
Art,1270,University of Maryland,Foon,,Sham,793355,9,good,TEACHER,PROFESSOR,4.6
Computer Science,1270,University of Maryland,Udaya,,Shankar,632686,13,poor,TEACHER,PROFESSOR,1.8
Sociology,1270,University of Maryland,Candice,,Shannon,1785373,0,zero,TEACHER,PROFESSOR,N/A
Art History,1270,University of Maryland,Joshua,A.,Shannon,2754986,1,average,TEACHER,PROFESSOR,3.0
Bioengineering,1270,University of Maryland,Ben,,Shapiro,2208018,1,good,TEACHER,PROFESSOR,4.0
Business,1270,University of Maryland,Paul,,Shapiro,2583350,5,good,TEACHER,PROFESSOR,4.6
Biology,1270,University of Maryland,Leo,,Shapiro,1974802,44,average,TEACHER,PROFESSOR,3.2
Business,1270,University of Maryland,Debra,,Shapiro,885164,8,good,TEACHER,PROFESSOR,4.5
Humanities,1270,University of Maryland,Jehane,,Sharah,2427186,2,good,TEACHER,PROFESSOR,4.5
Agricultural & Resource Economics,1270,University of Maryland,Mamidipudi,,Sharan,2805329,0,zero,TEACHER,PROFESSOR,N/A
Astronomy,1270,University of Maryland,A Surjalal,,Sharma,2513105,3,poor,TEACHER,PROFESSOR,2.0
Mathematics,1270,University of Maryland,Siddharth,,Sharma,2748549,4,poor,TEACHER,PROFESSOR,1.0
Mathematics,1270,University of Maryland,Chris,,Shaw,1008395,5,good,TEACHER,PROFESSOR,4.9
Kinesiology,1270,University of Maryland,Emma,,Shaw,2601505,0,zero,TEACHER,PROFESSOR,N/A
Physics,1270,University of Maryland,Peter,,Shawhan,1225234,7,good,TEACHER,PROFESSOR,3.8
Languages,1270,University of Maryland,Farkhondeh,,Shayesteh,849899,4,good,TEACHER,PROFESSOR,4.9
Humanities,1270,University of Maryland,Marybeth,,Shea,2603526,0,zero,TEACHER,PROFESSOR,N/A
Economics,1270,University of Maryland,John,,Shea,923136,31,good,TEACHER,PROFESSOR,4.1
English,1270,University of Maryland,Marybeth,,Shea,2721695,0,zero,TEACHER,PROFESSOR,N/A
Government,1270,University of Maryland,Simon,,Sheaff,2546895,5,good,TEACHER,PROFESSOR,5.0
Linguistics,1270,University of Maryland,Ilina,,Stojanovska,2045416,3,average,TEACHER,PROFESSOR,3.4
Mathematics,1270,University of Maryland,Angela,,Stoltz,2084715,2,good,TEACHER,PROFESSOR,4.8
Mathematics,1270,University of Maryland,Jacqueline,,Stone,1180561,26,good,TEACHER,PROFESSOR,4.5
Chemistry,1270,University of Maryland,Earl,,Stone,1779653,8,average,TEACHER,PROFESSOR,2.8
Chemistry,1270,University of Maryland,Earle,,Stone,1954378,30,average,TEACHER,PROFESSOR,2.5
Kinesiology,1270,University of Maryland,Eric,,Stone,2514079,8,poor,TEACHER,PROFESSOR,1.3
Women's Studies,1270,University of Maryland,Anna,,Storti,2332832,2,good,TEACHER,PROFESSOR,5.0
Biology,1270,University of Maryland,David,,Straney,950613,20,good,TEACHER,PROFESSOR,4.5
Economics,1270,University of Maryland,John,,Straub,1776602,4,good,TEACHER,PROFESSOR,4.2
Physics,1270,University of Maryland,Jon,,Streets,1570930,1,poor,TEACHER,PROFESSOR,2.0
Science,1270,University of Maryland,Ray,,Stricklin,225424,11,good,TEACHER,PROFESSOR,3.6
Sociology,1270,University of Maryland,Dave,Paul,Strohecker,1680355,30,good,TEACHER,PROFESSOR,3.7
Art,1270,University of Maryland,Justin,,Strom,1725141,3,good,TEACHER,PROFESSOR,4.2
English,1270,University of Maryland,Gerry,,Strumpf,2320273,9,good,TEACHER,PROFESSOR,4.2
Anthropology,1270,University of Maryland,William,,Stuart,289574,37,average,TEACHER,PROFESSOR,2.6
Geography,1270,University of Maryland,Quentin,,Stubbs,2458221,2,poor,TEACHER,PROFESSOR,1.0
Business,1270,University of Maryland,Erich,,Studer-Ellis,487449,110,good,TEACHER,PROFESSOR,4.7
Psychology,1270,University of Maryland,Brandi,,Stupica,1670070,1,good,TEACHER,PROFESSOR,4.5
Communication,1270,University of Maryland,Shelby,,Sturm,2660182,1,good,TEACHER,PROFESSOR,5.0
Communication,1270,University of Maryland,Meridith,,Styer,1965978,14,average,TEACHER,PROFESSOR,3.0
Entomology,1270,University of Maryland,Paula,,Shrewsbury,2035283,1,good,TEACHER,PROFESSOR,5.0
Honors,1270,University of Maryland,Catherine,,Shroeder,1326531,1,good,TEACHER,PROFESSOR,5.0
Psychology,1270,University of Maryland,Garriy,,Shteynberg,1101431,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Ruiwen,,Shu,2405008,7,average,TEACHER,PROFESSOR,3.1
Mathematics,1270,University of Maryland,Sudheer,,Shukla,2760035,1,average,TEACHER,PROFESSOR,3.0
Sociology,1270,University of Maryland,Leszek,,Sibilski,1829764,6,good,TEACHER,PROFESSOR,4.8
Mathematics,1270,University of Maryland,Ben,,Sibley,1326032,2,good,TEACHER,PROFESSOR,5.0
History,1270,University of Maryland,David,,Sicilia,792398,11,good,TEACHER,PROFESSOR,4.3
Mathematics,1270,University of Maryland,Sauleh,,Siddiqui,1216149,3,good,TEACHER,PROFESSOR,5.0
English,1270,University of Maryland,Daniel,,Sidman,2749646,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1270,University of Maryland,Eric,,Siegel,1268362,0,zero,TEACHER,PROFESSOR,N/A
American Studies,1270,University of Maryland,Mary,,Sies,1023203,2,good,TEACHER,PROFESSOR,5.0
Information Science,1270,University of Maryland,Nekabari,,Sigalo,2779673,1,average,TEACHER,PROFESSOR,3.0
Engineering,1270,University of Maryland,Charles,,Silio,788880,14,poor,TEACHER,PROFESSOR,2.1
Health Science,1270,University of Maryland,Michael,,Silk,735657,9,average,TEACHER,PROFESSOR,2.7
English,1270,University of Maryland,Sarah,,Sillin,1469776,2,average,TEACHER,PROFESSOR,3.2
Geography,1270,University of Maryland,Julie,,Silva,1955278,15,average,TEACHER,PROFESSOR,2.7
Business,1270,University of Maryland,Larry,,Silver,2168851,2,good,TEACHER,PROFESSOR,4.5
Business,1270,University of Maryland,Lawrence,,Silver,2498956,1,good,TEACHER,PROFESSOR,5.0
Government,1270,University of Maryland,Joel,,Simmons,1509798,0,zero,TEACHER,PROFESSOR,N/A
History,1270,University of Maryland,Jeremy,,Simmons,2698877,1,good,TEACHER,PROFESSOR,5.0
Communication,1270,University of Maryland,S,,Simon,1157002,2,good,TEACHER,PROFESSOR,4.5
Biology,1270,University of Maryland,Anne,,Simon,464124,64,good,TEACHER,PROFESSOR,3.8
Criminal Justice,1270,University of Maryland,Sally,,Simpson,611455,17,average,TEACHER,PROFESSOR,2.6
Social Science,1270,University of Maryland,Barbara,,Singer,1742454,1,average,TEACHER,PROFESSOR,2.5
Biology,1270,University of Maryland,Joshua,,Singer,1783887,8,poor,TEACHER,PROFESSOR,1.9
Economics,1270,University of Maryland,Sandeep,,Singh,1627223,1,good,TEACHER,PROFESSOR,5.0
Sociology,1270,University of Maryland,Vineeta,,Singh,2661282,0,zero,TEACHER,PROFESSOR,N/A
Management,1270,University of Maryland,Sheetal,,Singh,2675582,1,poor,TEACHER,PROFESSOR,2.0
Computer Science,1270,University of Maryland,Japneet,,Singh,2631717,1,good,TEACHER,PROFESSOR,5.0
English,1270,University of Maryland,Subraj,,Singh,2796652,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Kelly,,Singleton,1902389,8,good,TEACHER,PROFESSOR,4.0
Philosophy,1270,University of Maryland,Rachel,,Singpurwalla,2669708,0,zero,TEACHER,PROFESSOR,N/A
Agricultural & Resource Economics,1270,University of Maryland,Edward,,Sinnes,2760282,1,good,TEACHER,PROFESSOR,5.0
Chemistry,1270,University of Maryland,Herman,,Sintim,980024,10,average,TEACHER,PROFESSOR,3.3
Communication,1270,University of Maryland,Sanja,,Sipek,1635060,3,good,TEACHER,PROFESSOR,4.5
Speech amp Hearing Sciences,1270,University of Maryland,Vivian,,Sisskin,2411274,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1270,University of Maryland,Lawrence,,Sita,2775152,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,M.,,Skibniewski,975041,3,good,TEACHER,PROFESSOR,4.7
Speech & Hearing Sciences,1270,University of Maryland,Kate,,Skinker,821479,23,good,TEACHER,PROFESSOR,4.2
History,1270,University of Maryland,Kerry,,Tanner,2609831,1,good,TEACHER,PROFESSOR,5.0
Sociology,1270,University of Maryland,Cagri,,Tanyol,1148146,4,average,TEACHER,PROFESSOR,2.8
Bioengineering,1270,University of Maryland,Yang,,Tao,1655541,3,poor,TEACHER,PROFESSOR,1.9
Finance,1270,University of Maryland,Mark,,Taranto,2227882,2,good,TEACHER,PROFESSOR,3.5
Physics,1270,University of Maryland,Darayash,,Tata,1732792,3,poor,TEACHER,PROFESSOR,2.3
Information Science,1270,University of Maryland,Yla,,Tausczik,2200475,3,good,TEACHER,PROFESSOR,3.7
English,1270,University of Maryland,Jesse,,Taylor,1662118,2,good,TEACHER,PROFESSOR,4.8
Management,1270,University of Maryland,Mary,Susan,Taylor,2346900,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,1270,University of Maryland,Natalia,,Tchetcherina,2235846,8,average,TEACHER,PROFESSOR,2.7
Mathematics,1270,University of Maryland,Ian,Gershon,Teixeira,2815501,0,zero,TEACHER,PROFESSOR,N/A
French,1270,University of Maryland,Katherine,,Tek,1378243,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Adam,,Telatovich,2431068,9,average,TEACHER,PROFESSOR,2.9
Government,1270,University of Maryland,Sibley,,Telhami,1287955,3,average,TEACHER,PROFESSOR,3.0
Computer Science,1270,University of Maryland,Mohammad Nayeem,,Teli,2446984,9,good,TEACHER,PROFESSOR,3.7
Psychology,1270,University of Maryland,Nadya,,Teneva,2521616,0,zero,TEACHER,PROFESSOR,N/A
